id	referencia	descripcion	descripcion_larga	FAMILIA	SUBFAMILIA	COLECCION	CATEGORIA	nombre_talla	nombre_Color	codigobarras	stock	stockminimo	tarifa_pvp	tarifa_coste	tarifa_multimarca	tarifa_pmp_grupo	tarifa_retail	tarifa_pmp_empresa
0875136340	08751363	BERMUDA ESTRUCTURA MARINO 40	BERMUDA ESTRUCTURA MARINO 40	BERMUDAS	ESTRUCTURA	PV2017	BERMUDAS	40	MARINO	8435408472531	0	0	59,90 €	13,20 €	23,96 €	13,95 €	16,63 €	13,95 €
0875136342	08751363	BERMUDA ESTRUCTURA MARINO 42	BERMUDA ESTRUCTURA MARINO 42	BERMUDAS	ESTRUCTURA	PV2017	BERMUDAS	42	MARINO	8435408472548	5	0	59,90 €	13,20 €	23,96 €	13,96 €	16,63 €	13,96 €
0875136344	08751363	BERMUDA ESTRUCTURA MARINO 44	BERMUDA ESTRUCTURA MARINO 44	BERMUDAS	ESTRUCTURA	PV2017	BERMUDAS	44	MARINO	8435408472555	1	0	59,90 €	13,20 €	23,96 €	13,76 €	16,63 €	13,76 €
0875136346	08751363	BERMUDA ESTRUCTURA MARINO 46	BERMUDA ESTRUCTURA MARINO 46	BERMUDAS	ESTRUCTURA	PV2017	BERMUDAS	46	MARINO	8435408472562	3	0	59,90 €	13,20 €	23,96 €	13,81 €	16,63 €	13,81 €
0875136348	08751363	BERMUDA ESTRUCTURA MARINO 48	BERMUDA ESTRUCTURA MARINO 48	BERMUDAS	ESTRUCTURA	PV2017	BERMUDAS	48	MARINO	8435408472579	2	0	59,90 €	13,20 €	23,96 €	13,84 €	16,63 €	13,84 €
0960300638	08603006	PANTALON 5 BOLSILLOS TOSTADO 38	PANTALON 5 BOLSILLOS TOSTADO 38	PANTALON	5 BOLSILLOS	OI2016	PANTALON	38	TOSTADO	8435408456111	13	0	59,90 €	14,60 €	23,96 €	18,34 €	19,97 €	18,34 €
0960300640	08603006	PANTALON 5 BOLSILLOS TOSTADO 40	PANTALON 5 BOLSILLOS TOSTADO 40	PANTALON	5 BOLSILLOS	OI2016	PANTALON	40	TOSTADO	8435408456128	5	0	59,90 €	14,60 €	23,96 €	18,45 €	19,97 €	18,45 €
0960300642	08603006	PANTALON 5 BOLSILLOS TOSTADO 42	PANTALON 5 BOLSILLOS TOSTADO 42	PANTALON	5 BOLSILLOS	OI2016	PANTALON	42	TOSTADO	8435408456135	12	0	59,90 €	14,60 €	23,96 €	18,92 €	19,97 €	18,92 €
0960300644	08603006	PANTALON 5 BOLSILLOS TOSTADO 44	PANTALON 5 BOLSILLOS TOSTADO 44	PANTALON	5 BOLSILLOS	OI2016	PANTALON	44	TOSTADO	8435408456142	4	0	59,90 €	14,60 €	23,96 €	19,13 €	19,97 €	19,13 €
0960300646	08603006	PANTALON 5 BOLSILLOS TOSTADO 46	PANTALON 5 BOLSILLOS TOSTADO 46	PANTALON	5 BOLSILLOS	OI2016	PANTALON	46	TOSTADO	8435408456159	13	0	59,90 €	14,60 €	23,96 €	18,79 €	19,97 €	18,79 €
0960300648	08603006	PANTALON 5 BOLSILLOS TOSTADO 48	PANTALON 5 BOLSILLOS TOSTADO 48	PANTALON	5 BOLSILLOS	OI2016	PANTALON	48	TOSTADO	8435408456166	40	0	59,90 €	14,60 €	23,96 €	19,34 €	19,97 €	19,34 €
0960336538	08603365	PANTALON 5 BOLSILLOS AÑIL 38	PANTALON 5 BOLSILLOS AÑIL 38	PANTALON	5 BOLSILLOS	OI2016	PANTALON	38	AÑIL	8435408455992	13	0	59,90 €	14,60 €	23,96 €	18,54 €	19,97 €	18,54 €
0960336540	08603365	PANTALON 5 BOLSILLOS AÑIL 40	PANTALON 5 BOLSILLOS AÑIL 40	PANTALON	5 BOLSILLOS	OI2016	PANTALON	40	AÑIL	8435408456005	7	0	59,90 €	14,60 €	23,96 €	19,37 €	19,97 €	19,37 €
0960336542	08603365	PANTALON 5 BOLSILLOS AÑIL 42	PANTALON 5 BOLSILLOS AÑIL 42	PANTALON	5 BOLSILLOS	OI2016	PANTALON	42	AÑIL	8435408456012	15	0	59,90 €	14,60 €	23,96 €	17,94 €	19,97 €	17,94 €
0960336544	08603365	PANTALON 5 BOLSILLOS AÑIL 44	PANTALON 5 BOLSILLOS AÑIL 44	PANTALON	5 BOLSILLOS	OI2016	PANTALON	44	AÑIL	8435408456029	22	0	59,90 €	14,60 €	23,96 €	19,15 €	19,97 €	19,15 €
0960336546	08603365	PANTALON 5 BOLSILLOS AÑIL 46	PANTALON 5 BOLSILLOS AÑIL 46	PANTALON	5 BOLSILLOS	OI2016	PANTALON	46	AÑIL	8435408456036	11	0	59,90 €	14,60 €	23,96 €	18,89 €	19,97 €	18,89 €
0960336548	08603365	PANTALON 5 BOLSILLOS AÑIL 48	PANTALON 5 BOLSILLOS AÑIL 48	PANTALON	5 BOLSILLOS	OI2016	PANTALON	48	AÑIL	8435408456043	17	0	59,90 €	14,60 €	23,96 €	18,83 €	19,97 €	18,83 €
0960343038	08603430	PANTALON 5 BOLSILLOS KAKI 38	PANTALON 5 BOLSILLOS KAKI 38	PANTALON	5 BOLSILLOS	OI2016	PANTALON	38	KAKI	8435408456050	15	0	59,90 €	14,60 €	23,96 €	19,28 €	19,97 €	19,28 €
0960343040	08603430	PANTALON 5 BOLSILLOS KAKI 40	PANTALON 5 BOLSILLOS KAKI 40	PANTALON	5 BOLSILLOS	OI2016	PANTALON	40	KAKI	8435408456067	5	0	59,90 €	14,60 €	23,96 €	17,75 €	19,97 €	17,75 €
0960343042	08603430	PANTALON 5 BOLSILLOS KAKI 42	PANTALON 5 BOLSILLOS KAKI 42	PANTALON	5 BOLSILLOS	OI2016	PANTALON	42	KAKI	8435408456074	23	0	59,90 €	14,60 €	23,96 €	19,78 €	19,97 €	19,78 €
0960343044	08603430	PANTALON 5 BOLSILLOS KAKI 44	PANTALON 5 BOLSILLOS KAKI 44	PANTALON	5 BOLSILLOS	OI2016	PANTALON	44	KAKI	8435408456081	23	0	59,90 €	14,60 €	23,96 €	19,07 €	19,97 €	19,07 €
0960343046	08603430	PANTALON 5 BOLSILLOS KAKI 46	PANTALON 5 BOLSILLOS KAKI 46	PANTALON	5 BOLSILLOS	OI2016	PANTALON	46	KAKI	8435408456098	22	0	59,90 €	14,60 €	23,96 €	19,42 €	19,97 €	19,42 €
0960343048	08603430	PANTALON 5 BOLSILLOS KAKI 48	PANTALON 5 BOLSILLOS KAKI 48	PANTALON	5 BOLSILLOS	OI2016	PANTALON	48	KAKI	8435408456104	22	0	59,90 €	14,60 €	23,96 €	19,65 €	19,97 €	19,65 €
0960354038	08603540	PANTALON 5 BOLSILLOS GRIS 38	PANTALON 5 BOLSILLOS GRIS 38	PANTALON	5 BOLSILLOS	OI2016	PANTALON	38	GRIS	8435408456173	12	0	59,90 €	14,60 €	23,96 €	16,75 €	19,97 €	16,75 €
0960354040	08603540	PANTALON 5 BOLSILLOS GRIS 40	PANTALON 5 BOLSILLOS GRIS 40	PANTALON	5 BOLSILLOS	OI2016	PANTALON	40	GRIS	8435408456180	11	0	59,90 €	14,60 €	23,96 €	16,40 €	19,97 €	16,40 €
0960354042	08603540	PANTALON 5 BOLSILLOS GRIS 42	PANTALON 5 BOLSILLOS GRIS 42	PANTALON	5 BOLSILLOS	OI2016	PANTALON	42	GRIS	8435408456197	8	0	59,90 €	14,60 €	23,96 €	17,79 €	19,97 €	17,79 €
0960354044	08603540	PANTALON 5 BOLSILLOS GRIS 44	PANTALON 5 BOLSILLOS GRIS 44	PANTALON	5 BOLSILLOS	OI2016	PANTALON	44	GRIS	8435408456203	15	0	59,90 €	14,60 €	23,96 €	18,07 €	19,97 €	18,07 €
0960354046	08603540	PANTALON 5 BOLSILLOS GRIS 46	PANTALON 5 BOLSILLOS GRIS 46	PANTALON	5 BOLSILLOS	OI2016	PANTALON	46	GRIS	8435408456210	9	0	59,90 €	14,60 €	23,96 €	17,39 €	19,97 €	17,39 €
0960354048	08603540	PANTALON 5 BOLSILLOS GRIS 48	PANTALON 5 BOLSILLOS GRIS 48	PANTALON	5 BOLSILLOS	OI2016	PANTALON	48	GRIS	8435408456227	25	0	59,90 €	14,60 €	23,96 €	17,91 €	19,97 €	17,91 €
0960436338	08604369 	PANTALON DENIM AZULON   38 AZUL MEDIO 38	PANTALON DENIM  COLOR: AZULON  TALLA: 38 COLOR: AZUL MEDIO TALLA: 38	PANTALON	DENIM	NOOS	PANTALON	38	AZUL MEDIO	8435408457057	0	0	59,90 €	15,80 €	23,96 €	18,77 €	19,97 €	18,77 €
0960436340	08604369	PANTALON DENIM AZUL MEDIO 40	PANTALON DENIM AZUL MEDIO 40	PANTALON	DENIM	NOOS	PANTALON	40	AZUL MEDIO	8435408457064	0	0	59,90 €	15,80 €	23,96 €	18,91 €	19,97 €	18,91 €
0960436342	08604369	PANTALON DENIM AZULON   38 AZUL MEDIO 42	PANTALON DENIM  COLOR: AZULON  TALLA: 38 COLOR: AZUL MEDIO TALLA: 42	PANTALON	DENIM	NOOS	PANTALON	42	AZUL MEDIO	8435408457071	0	0	59,90 €	15,80 €	23,96 €	19,11 €	19,97 €	19,11 €
0960436344	08604369	PANTALON DENIM AZULON   38 AZUL MEDIO 44	PANTALON DENIM  COLOR: AZULON  TALLA: 38 COLOR: AZUL MEDIO TALLA: 44	PANTALON	DENIM	NOOS	PANTALON	44	AZUL MEDIO	8435408457088	0	0	59,90 €	15,80 €	23,96 €	18,53 €	19,97 €	18,53 €
0960436346	08604369	PANTALON DENIM AZUL MEDIO 46	PANTALON DENIM AZUL MEDIO 46	PANTALON	DENIM	NOOS	PANTALON	46	AZUL MEDIO	8435408457095	0	0	59,90 €	15,80 €	23,96 €	18,19 €	19,97 €	18,19 €
0960436348	08604369	PANTALON DENIM AZULON   38 AZUL MEDIO 48	PANTALON DENIM  COLOR: AZULON  TALLA: 38 COLOR: AZUL MEDIO TALLA: 48	PANTALON	DENIM	NOOS	PANTALON	48	AZUL MEDIO	8435408457101	0	0	59,90 €	15,80 €	23,96 €	19,38 €	19,97 €	19,38 €
0960436638	08604366	PANTALON DENIM INDIGO 38	PANTALON DENIM COLOR: INDIGO TALLA: 38	PANTALON	DENIM	NOOS	PANTALON	38	INDIGO	8435408465083	0	0	59,90 €	15,80 €	23,96 €	19,36 €	19,97 €	19,36 €
0960436640	08604366	PANTALON DENIM INDIGO 40	PANTALON DENIM INDIGO 42 COLOR: INDIGO TALLA: 40	PANTALON	DENIM	NOOS	PANTALON	40	INDIGO	8435408465090	0	0	59,90 €	15,80 €	23,96 €	19,13 €	19,97 €	19,13 €
0960436642	08604366	PANTALON DENIM INDIGO 42	PANTALON DENIM INDIGO 42	PANTALON	DENIM	NOOS	PANTALON	42	INDIGO	8435408465106	0	0	59,90 €	15,80 €	23,96 €	19,29 €	19,97 €	19,29 €
0960436644	08604366	PANTALON DENIM INDIGO 44	PANTALON DENIM INDIGO 42 COLOR: INDIGO TALLA: 44	PANTALON	DENIM	NOOS	PANTALON	44	INDIGO	8435408465113	0	0	59,90 €	15,80 €	23,96 €	19,38 €	19,97 €	19,38 €
0960436646	08604366	PANTALON DENIM INDIGO 46	PANTALON DENIM COLOR: INDIGO TALLA: 46	PANTALON	DENIM	NOOS	PANTALON	46	INDIGO	8435408465120	0	0	59,90 €	15,80 €	23,96 €	19,63 €	19,97 €	19,63 €
0960436648	08604366	PANTALON DENIM INDIGO 48	PANTALON DENIM COLOR: INDIGO TALLA: 48	PANTALON	DENIM	NOOS	PANTALON	48	INDIGO	8435408465137	0	0	59,90 €	15,80 €	23,96 €	19,86 €	19,97 €	19,86 €
10610480100	10610480	CINTURON PIEL NEGRO 100	CINTURON PIEL NEGRO 100	CINTURON	PIEL	NOOS	ACCESORIOS	100	NEGRO	8435408467001	0	0	49,90 €	12,19 €	21,70 €	13,73 €	16,63 €	13,73 €
10610480105	10610480	CINTURON PIEL NEGRO 105	CINTURON PIEL NEGRO 105	CINTURON	PIEL	NOOS	ACCESORIOS	105	NEGRO	8435408467018	4	0	49,90 €	12,19 €	21,70 €	13,00 €	16,63 €	13,00 €
1061048085	10610480	CINTURON PIEL NEGRO 85	CINTURON PIEL NEGRO 85	CINTURON	PIEL	NOOS	ACCESORIOS	85	NEGRO	8435408466974	1	0	49,90 €	12,19 €	21,70 €	13,37 €	16,63 €	13,37 €
1061048090	10610480	CINTURON PIEL NEGRO 90	CINTURON PIEL NEGRO 90	CINTURON	PIEL	NOOS	ACCESORIOS	90	NEGRO	8435408466981	1	0	49,90 €	12,19 €	21,70 €	13,09 €	16,63 €	13,09 €
1061048095	10610480	CINTURON PIEL NEGRO 95	CINTURON PIEL NEGRO 95	CINTURON	PIEL	NOOS	ACCESORIOS	95	NEGRO	8435408466998	2	0	49,90 €	12,19 €	21,70 €	13,14 €	16,63 €	13,14 €
10612120120100	10612120	CINTURON PIEL PESPUNTE CAMEL 100	CINTURON PIEL PESPUNTE CAMEL 100	CINTURON	PIEL	NOOS	ACCESORIOS	100	CAMEL	8435408467209	1	0	49,90 €	12,19 €	21,70 €	13,18 €	16,63 €	13,18 €
10612120120105	10612120	CINTURON PIEL PESPUNTE CAMEL 105	CINTURON PIEL PESPUNTE CAMEL 105	CINTURON	PIEL	NOOS	ACCESORIOS	105	CAMEL	8435408467216	8	0	49,90 €	12,19 €	21,70 €	12,83 €	16,63 €	12,83 €
1061212012085	10612120	CINTURON PIEL PESPUNTE CAMEL 85	CINTURON PIEL PESPUNTE CAMEL 85	CINTURON	PIEL	NOOS	ACCESORIOS	85	CAMEL	8435408467179	2	0	49,90 €	12,19 €	21,70 €	12,80 €	16,63 €	12,80 €
1061212012090	10612120	CINTURON PIEL PESPUNTE CAMEL 90	CINTURON PIEL PESPUNTE CAMEL 90	CINTURON	PIEL	NOOS	ACCESORIOS	90	CAMEL	8435408467186	0	0	49,90 €	12,19 €	21,70 €	12,93 €	16,63 €	12,93 €
1061212012095	10612120	CINTURON PIEL PESPUNTE CAMEL 95	CINTURON PIEL PESPUNTE CAMEL 95	CINTURON	PIEL	NOOS	ACCESORIOS	95	CAMEL	8435408467193	6	0	49,90 €	12,19 €	21,70 €	12,93 €	16,63 €	12,93 €
1260154048	12601540	TRAJE GRIS 48	TRAJE GRIS 48	TRAJE	CLASICO	PV 2016	TRAJE	48	GRIS	8435408460323	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260154050	12601540	TRAJE GRIS 50	TRAJE GRIS 50	TRAJE	CLASICO	PV 2016	TRAJE	50	GRIS	8435408460330	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260154052	12601540	TRAJE GRIS 52	TRAJE GRIS 52	TRAJE	CLASICO	PV 2016	TRAJE	52	GRIS	8435408460347	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260154054	12601540	TRAJE GRIS 54	TRAJE GRIS 54	TRAJE	CLASICO	PV 2016	TRAJE	54	GRIS	8435408460354	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260154056	12601540	TRAJE GRIS 56	TRAJE GRIS 56	TRAJE	CLASICO	PV 2016	TRAJE	56	GRIS	8435408460361	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260154058	12601540	TRAJE GRIS 58	TRAJE GRIS 58	TRAJE	CLASICO	PV 2016	TRAJE	58	GRIS	8435408460378	0	0	199,90 €	39,00 €	121,00 €	49,00 €	49,00 €	49,00 €
1260236048	12603360	TRAJE STRIPES MARINO 48	TRAJE STRIPES MARINO 48	TRAJE	STRIPES	OI2016	TRAJE	48	MARINO	8435408464222	3	0	199,90 €	43,00 €	79,96 €	46,53 €	66,63 €	46,53 €
1260236050	12603360	TRAJE STRIPES MARINO 50	TRAJE STRIPES MARINO 50	TRAJE	STRIPES	OI2016	TRAJE	50	MARINO	8435408464239	0	0	199,90 €	43,00 €	79,96 €	47,83 €	66,63 €	47,83 €
1260236052	12603360	TRAJE STRIPES MARINO 52	TRAJE STRIPES MARINO 52	TRAJE	STRIPES	OI2016	TRAJE	52	MARINO	8435408464246	8	0	199,90 €	43,00 €	79,96 €	48,52 €	66,63 €	48,52 €
1260236054	12603360	TRAJE STRIPES MARINO 54	TRAJE STRIPES MARINO 54	TRAJE	STRIPES	OI2016	TRAJE	54	MARINO	8435408464253	11	0	199,90 €	43,00 €	79,96 €	47,39 €	66,63 €	47,39 €
1260236056	12603360	TRAJE STRIPES MARINO 56	TRAJE STRIPES MARINO 56	TRAJE	STRIPES	OI2016	TRAJE	56	MARINO	8435408464260	10	0	199,90 €	43,00 €	79,96 €	47,36 €	66,63 €	47,36 €
1260236352	12602363	TRAJE RAYA DIPLOMATICA MARINO 52	TRAJE RAYA DIPLOMATICA MARINO 52	TRAJE	RAYA DIPLOMATICA	OI2017	TRAJE	52	MARINO	8435408478779	4	0	199,90 €	39,95 €	79,96 €	34,80 €	39,95 €	34,80 €
1260236354	12602363	TRAJE RAYA DIPLOMATICA MARINO 54	TRAJE RAYA DIPLOMATICA MARINO 54	TRAJE	RAYA DIPLOMATICA	OI2017	TRAJE	54	MARINO	8435408478786	4	0	199,90 €	39,95 €	79,96 €	33,00 €	39,95 €	33,00 €
1260236356	12602363	TRAJE RAYA DIPLOMATICA MARINO 56	TRAJE RAYA DIPLOMATICA MARINO 56	TRAJE	RAYA DIPLOMATICA	OI2017	TRAJE	56	MARINO	8435408478793	18	0	199,90 €	39,95 €	79,96 €	33,00 €	39,95 €	33,00 €
13034006TU	10034013	CARTERA CINTA TOSTADO TU	CARTERA CINTA TOSTADO TU	CARTERA	CINTA	OI2016	ACCESORIOS	TU	TOSTADO	8435408464321	0	0	49,90 €	14,95 €	21,70 €	13,30 €	16,63 €	13,30 €
165236050	1252360	TRAJE AZUL 50	TRAJE AZUL 50	TRAJE	CLASICO	PV 2016	TRAJE	50	AZUL	8435408459921	4	0	199,90 €	37,95 €	67,60 €	47,30 €	66,63 €	47,30 €
165236052	1252360	TRAJE AZUL 52	TRAJE AZUL 52	TRAJE	CLASICO	PV 2016	TRAJE	52	AZUL	8435408459938	0	0	199,90 €	37,95 €	67,60 €	46,45 €	66,63 €	46,45 €
165236054	1252360	TRAJE AZUL 54	TRAJE AZUL 54	TRAJE	CLASICO	PV 2016	TRAJE	54	AZUL	8435408459945	1	0	199,90 €	37,95 €	67,60 €	48,80 €	66,63 €	48,80 €
165236056	1252360	TRAJE AZUL 56	TRAJE AZUL 56	TRAJE	CLASICO	PV 2016	TRAJE	56	AZUL	8435408459952	12	0	199,90 €	37,95 €	67,60 €	49,93 €	66,63 €	49,93 €
165236058	1252360	TRAJE AZUL 58	TRAJE AZUL 58	TRAJE	CLASICO	PV 2016	TRAJE	58	AZUL	8435408459969	7	0	199,90 €	37,95 €	67,60 €	67,45 €	66,63 €	67,45 €
165236348	1252363	TRAJE MARINO 48	TRAJE MARINO 48	TRAJE	CLASICO	PV 2016	TRAJE	48	MARINO	8435408459730	9	0	199,90 €	34,95 €	79,96 €	35,70 €	34,95 €	35,70 €
165236350	1252363	TRAJE MARINO 50	TRAJE MARINO 50	TRAJE	CLASICO	PV 2016	TRAJE	50	MARINO	8435408459747	5	0	199,90 €	34,95 €	79,96 €	34,95 €	34,95 €	34,95 €
165236352	1252363	TRAJE MARINO 52	TRAJE MARINO 52	TRAJE	CLASICO	PV 2016	TRAJE	52	MARINO	8435408459754	9	0	199,90 €	34,95 €	79,96 €	35,42 €	34,95 €	35,42 €
